"Node id (0-based)","[0] vertex (==1)","[1] degree","[2] 2-path","[3] bifork","[4] 3-cycle"
19853,1,1,0,0,0
19854,1,1,0,0,0
19855,1,2,2,0,1
19856,1,2,0,1,0
19857,1,1,1,0,0
19858,1,1,1,0,0
19859,1,2,12,0,1
19860,1,0,0,-0,0
19861,1,0,0,-0,0
19862,1,3,5,2,1
19863,1,5,11,9,1
19864,1,2,2,0,1
19865,1,0,0,-0,0
19866,1,0,0,-0,0
19867,1,1,2,0,0
19868,1,0,0,-0,0
19869,1,0,0,-0,0
19870,1,1,0,0,0
19871,1,1,3,0,0
19872,1,1,0,0,0
19873,1,5,3,9,1
19874,1,2,4,1,0
19875,1,4,2,6,0
19876,1,1,3,0,0
19877,1,1,1,0,0
19878,1,2,1,1,0
19879,1,0,0,-0,0
19880,1,0,0,-0,0
19881,1,0,0,-0,0
19882,1,0,0,-0,0
19883,1,3,0,0,3
19884,1,1,1,0,0
19885,1,0,0,-0,0
19886,1,2,0,1,0
19887,1,0,0,-0,0
19888,1,1,0,0,0
19889,1,1,0,0,0
19890,1,2,3,1,0
19891,1,1,1,0,0
19892,1,2,5,1,0
19893,1,4,14,0,6
19894,1,0,0,-0,0
19895,1,0,0,-0,0
19896,1,1,0,0,0
19897,1,3,15,3,0
19898,1,1,0,0,0
19899,1,2,2,1,0
19900,1,0,0,-0,0
19901,1,1,1,0,0
19902,1,1,1,0,0
19903,1,1,1,0,0
19904,1,0,0,-0,0
19905,1,0,0,-0,0
19906,1,0,0,-0,0
19907,1,0,0,-0,0
19908,1,1,0,0,0
19909,1,1,0,0,0
19910,1,1,0,0,0
19911,1,1,4,0,0
19912,1,0,0,-0,0
19913,1,0,0,-0,0
19914,1,2,2,1,0
19915,1,2,1,1,0
19916,1,0,0,-0,0
19917,1,0,0,-0,0
19918,1,1,1,0,0
19919,1,0,0,-0,0
19920,1,1,2,0,0
19921,1,1,1,0,0
19922,1,3,12,2,1
19923,1,0,0,-0,0
19924,1,2,0,1,0
19925,1,1,1,0,0
19926,1,0,0,-0,0
19927,1,1,3,0,0
19928,1,3,6,2,1
19929,1,2,2,1,0
19930,1,0,0,-0,0
19931,1,2,5,1,0
19932,1,0,0,-0,0
19933,1,3,12,3,0
19934,1,2,2,1,0
19935,1,2,16,1,0
19936,1,0,0,-0,0
19937,1,0,0,-0,0
19938,1,0,0,-0,0
19939,1,0,0,-0,0
19940,1,1,3,0,0
19941,1,0,0,-0,0
19942,1,3,12,3,0
19943,1,2,12,1,0
19944,1,0,0,-0,0
19945,1,0,0,-0,0
19946,1,2,1,1,0
19947,1,2,2,0,1
19948,1,7,31,11,10
19949,1,0,0,-0,0
19950,1,0,0,-0,0
19951,1,2,1,1,0
19952,1,0,0,-0,0
19953,1,2,0,0,1
19954,1,1,0,0,0
19955,1,0,0,-0,0
19956,1,1,3,0,0
19957,1,2,2,0,1
19958,1,2,9,1,0
19959,1,2,2,0,1
19960,1,10,37,36,9
19961,1,2,5,1,0
19962,1,0,0,-0,0
19963,1,4,23,3,3
19964,1,3,12,2,1
19965,1,2,2,1,0
19966,1,6,25,12,3
19967,1,1,0,0,0
19968,1,3,5,3,0
19969,1,4,13,3,3
19970,1,5,8,6,4
19971,1,6,26,10,5
19972,1,5,23,9,1
19973,1,8,46,23,5
19974,1,5,26,0,10
19975,1,2,3,1,0
19976,1,9,51,28,8
19977,1,3,4,2,1
19978,1,1,0,0,0
19979,1,4,5,5,1
19980,1,2,4,0,1
19981,1,0,0,-0,0
19982,1,1,2,0,0
19983,1,3,8,2,1
19984,1,4,19,5,1
19985,1,5,6,9,1
19986,1,1,4,0,0
19987,1,4,19,6,0
19988,1,3,23,2,1
19989,1,2,2,1,0
19990,1,0,0,-0,0
19991,1,10,95,0,45
19992,1,2,5,1,0
19993,1,9,68,8,28
19994,1,1,0,0,0
19995,1,3,7,2,1
19996,1,4,9,5,1
19997,1,3,13,3,0
19998,1,2,4,1,0
19999,1,3,21,0,3
20000,1,5,15,7,3
20001,1,1,0,0,0
20002,1,2,6,0,1
20003,1,0,0,-0,0
20004,1,1,2,0,0
20005,1,3,13,1,2
20006,1,3,8,3,0
20007,1,3,7,2,1
20008,1,2,0,1,0
20009,1,0,0,-0,0
20010,1,1,0,0,0
20011,1,0,0,-0,0
20012,1,1,0,0,0
20013,1,2,14,1,0
20014,1,13,49,41,37
20015,1,2,13,1,0
20016,1,3,10,3,0
20017,1,2,16,0,1
20018,1,2,9,1,0
20019,1,0,0,-0,0
20020,1,4,16,3,3
20021,1,0,0,-0,0
20022,1,0,0,-0,0
20023,1,1,1,0,0
20024,1,6,34,11,4
20025,1,7,43,14,7
20026,1,1,4,0,0
20027,1,2,4,1,0
20028,1,3,3,2,1
20029,1,1,0,0,0
20030,1,1,1,0,0
20031,1,6,23,12,3
20032,1,4,20,5,1
20033,1,1,0,0,0
20034,1,6,16,13,2
20035,1,4,4,4,2
20036,1,5,7,8,2
20037,1,2,1,1,0
20038,1,2,1,1,0
20039,1,3,5,2,1
20040,1,0,0,-0,0
20041,1,2,1,1,0
20042,1,4,9,4,2
20043,1,0,0,-0,0
20044,1,1,3,0,0
20045,1,3,5,2,1
20046,1,4,12,0,6
20047,1,7,21,14,7
20048,1,7,13,14,7
20049,1,4,12,0,6
20050,1,3,7,2,1
20051,1,2,6,0,1
20052,1,1,1,0,0
20053,1,1,0,0,0
20054,1,0,0,-0,0
20055,1,2,1,1,0
20056,1,1,6,0,0
20057,1,8,37,17,11
20058,1,1,7,0,0
20059,1,0,0,-0,0
20060,1,3,10,2,1
20061,1,2,1,0,1
20062,1,2,1,0,1
20063,1,11,53,33,22
20064,1,0,0,-0,0
20065,1,2,3,1,0
20066,1,1,1,0,0
20067,1,2,4,1,0
20068,1,1,2,0,0
20069,1,0,0,-0,0
20070,1,1,1,0,0
20071,1,2,12,1,0
20072,1,5,17,8,2
20073,1,1,1,0,0
20074,1,5,8,9,1
20075,1,0,0,-0,0
20076,1,1,0,0,0
20077,1,1,2,0,0
20078,1,1,1,0,0
20079,1,1,1,0,0
20080,1,2,0,1,0
20081,1,4,9,6,0
20082,1,6,32,5,10
20083,1,0,0,-0,0
20084,1,0,0,-0,0
20085,1,1,1,0,0
20086,1,1,0,0,0
20087,1,3,5,3,0
20088,1,2,4,1,0
20089,1,4,33,6,0
20090,1,4,12,3,3
20091,1,4,10,3,3
20092,1,2,7,1,0
20093,1,9,54,20,16
20094,1,2,3,1,0
20095,1,0,0,-0,0
20096,1,2,1,1,0
20097,1,1,1,0,0
20098,1,5,16,9,1
20099,1,0,0,-0,0
20100,1,1,0,0,0
20101,1,1,1,0,0
20102,1,0,0,-0,0
20103,1,2,2,1,0
20104,1,1,1,0,0
20105,1,3,4,3,0
20106,1,1,1,0,0
20107,1,0,0,-0,0
20108,1,2,4,1,0
20109,1,0,0,-0,0
20110,1,5,26,8,2
20111,1,2,2,1,0
20112,1,1,0,0,0
20113,1,0,0,-0,0
20114,1,3,6,3,0
20115,1,3,4,3,0
20116,1,1,0,0,0
20117,1,2,8,1,0
20118,1,1,3,0,0
20119,1,1,0,0,0
20120,1,2,3,1,0
20121,1,0,0,-0,0
20122,1,5,30,4,6
20123,1,0,0,-0,0
20124,1,1,0,0,0
20125,1,2,2,0,1
20126,1,1,1,0,0
20127,1,2,6,1,0
20128,1,4,8,3,3
20129,1,5,6,6,4
20130,1,5,13,6,4
20131,1,3,6,3,0
20132,1,3,8,3,0
20133,1,1,0,0,0
20134,1,3,6,3,0
20135,1,3,5,2,1
20136,1,4,7,6,0
20137,1,0,0,-0,0
20138,1,3,3,3,0
20139,1,2,2,1,0
20140,1,2,0,1,0
20141,1,2,1,0,1
20142,1,2,11,0,1
20143,1,4,27,3,3
20144,1,1,4,0,0
20145,1,5,9,0,10
20146,1,5,18,9,1
20147,1,9,58,8,28
20148,1,2,5,1,0
20149,1,3,3,0,3
20150,1,0,0,-0,0
20151,1,0,0,-0,0
20152,1,1,3,0,0
20153,1,0,0,-0,0
20154,1,3,3,0,3
20155,1,3,3,0,3
20156,1,4,2,3,3
20157,1,1,3,0,0
20158,1,10,65,37,8
20159,1,11,74,42,13
20160,1,5,17,8,2
20161,1,10,41,34,11
20162,1,11,79,36,19
20163,1,5,25,7,3
20164,1,4,12,4,2
20165,1,8,75,18,10
20166,1,9,64,26,10
20167,1,13,67,42,36
20168,1,11,63,33,22
20169,1,8,36,24,4
20170,1,2,11,1,0
20171,1,13,92,53,25
20172,1,0,0,-0,0
20173,1,2,1,1,0
20174,1,1,11,0,0
20175,1,1,0,0,0
20176,1,1,1,0,0
20177,1,14,77,61,30
20178,1,12,84,37,29
20179,1,4,18,6,0
20180,1,10,68,40,5
20181,1,13,99,68,10
20182,1,6,41,11,4
20183,1,7,52,17,4
20184,1,5,42,6,4
20185,1,1,1,0,0
20186,1,15,109,68,37
20187,1,1,0,0,0
20188,1,14,113,68,23
20189,1,5,42,9,1
20190,1,7,58,17,4
20191,1,1,0,0,0
20192,1,2,6,0,1
20193,1,8,64,24,4
20194,1,6,42,9,6
20195,1,8,32,18,10
20196,1,2,12,1,0
20197,1,3,16,3,0
20198,1,12,29,37,29
20199,1,1,1,0,0
20200,1,0,0,-0,0
20201,1,7,43,11,10
20202,1,4,6,3,3
20203,1,6,31,12,3
20204,1,0,0,-0,0
20205,1,16,124,92,28
20206,1,11,59,37,18
20207,1,8,42,21,7
20208,1,13,112,60,18
20209,1,10,78,32,13
20210,1,0,0,-0,0
20211,1,10,79,36,9
20212,1,13,136,63,15
20213,1,2,9,1,0
20214,1,1,0,0,0
20215,1,6,23,11,4
20216,1,14,72,76,15
20217,1,6,32,13,2
20218,1,13,93,65,13
20219,1,11,50,45,10
20220,1,4,3,6,0
20221,1,8,83,0,28
20222,1,11,53,42,13
20223,1,11,58,46,9
20224,1,1,3,0,0
20225,1,0,0,-0,0
20226,1,1,0,0,0
20227,1,10,61,32,13
20228,1,9,56,27,9
20229,1,5,25,8,2
20230,1,6,37,5,10
20231,1,7,48,14,7
20232,1,10,42,29,16
20233,1,3,17,3,0
20234,1,0,0,-0,0
20235,1,4,32,4,2
20236,1,11,74,39,16
20237,1,12,87,37,29
20238,1,14,102,68,23
20239,1,15,99,58,47
20240,1,0,0,-0,0
20241,1,1,1,0,0
20242,1,3,12,3,0
20243,1,14,118,64,27
20244,1,20,176,135,55
20245,1,9,82,23,13
20246,1,4,23,3,3
20247,1,3,26,3,0
20248,1,1,1,0,0
20249,1,6,24,8,7
20250,1,4,4,0,6
20251,1,0,0,-0,0
20252,1,0,0,-0,0
20253,1,10,73,37,8
20254,1,3,30,2,1
20255,1,5,35,7,3
20256,1,1,3,0,0
20257,1,15,117,74,31
20258,1,6,43,11,4
20259,1,4,28,3,3
20260,1,9,57,20,16
20261,1,0,0,-0,0
20262,1,3,16,3,0
20263,1,8,60,24,4
20264,1,1,1,0,0
20265,1,3,6,2,1
20266,1,4,36,5,1
20267,1,7,44,15,6
20268,1,1,1,0,0
20269,1,12,55,42,24
20270,1,3,11,2,1
20271,1,12,91,55,11
20272,1,7,64,15,6
20273,1,0,0,-0,0
20274,1,1,1,0,0
20275,1,0,0,-0,0
20276,1,8,34,24,4
20277,1,6,44,13,2
20278,1,5,22,8,2
20279,1,5,21,6,4
20280,1,7,30,14,7
20281,1,9,47,28,8
20282,1,0,0,-0,0
20283,1,2,1,1,0
20284,1,8,26,21,7
20285,1,3,24,2,1
20286,1,1,1,0,0
20287,1,0,0,-0,0
20288,1,2,11,1,0
20289,1,3,12,1,2
20290,1,8,36,22,6
20291,1,4,5,5,1
20292,1,2,2,1,0
20293,1,5,32,9,1
20294,1,10,36,42,3
20295,1,1,3,0,0
20296,1,1,9,0,0
20297,1,0,0,-0,0
20298,1,10,39,33,12
20299,1,9,35,20,16
20300,1,3,25,3,0
20301,1,6,52,13,2
20302,1,4,7,6,0
20303,1,1,3,0,0
20304,1,0,0,-0,0
20305,1,0,0,-0,0
20306,1,2,6,1,0
20307,1,16,82,63,57
20308,1,3,5,3,0
20309,1,11,61,33,22
20310,1,13,91,49,29
20311,1,5,30,8,2
20312,1,3,12,2,1
20313,1,0,0,-0,0
20314,1,5,36,7,3
20315,1,5,38,8,2
20316,1,3,5,0,3
20317,1,1,0,0,0
20318,1,2,4,1,0
20319,1,4,18,5,1
20320,1,2,13,1,0
20321,1,3,1,2,1
20322,1,1,2,0,0
20323,1,0,0,-0,0
20324,1,1,4,0,0
20325,1,2,3,0,1
20326,1,5,30,9,1
20327,1,3,4,2,1
20328,1,7,54,18,3
20329,1,9,51,33,3
20330,1,0,0,-0,0
20331,1,1,7,0,0
20332,1,2,9,1,0
20333,1,2,6,1,0
20334,1,8,56,21,7
20335,1,8,61,21,7
20336,1,9,80,28,8
20337,1,7,39,15,6
20338,1,2,10,1,0
20339,1,5,18,7,3
20340,1,1,6,0,0
20341,1,3,9,2,1
20342,1,3,8,2,1
20343,1,3,7,3,0
20344,1,2,10,0,1
20345,1,1,2,0,0
20346,1,8,38,17,11
20347,1,6,19,4,11
20348,1,9,44,25,11
20349,1,10,36,33,12
20350,1,8,24,17,11
20351,1,0,0,-0,0
20352,1,0,0,-0,0
20353,1,6,40,13,2
20354,1,2,16,1,0
20355,1,3,20,2,1
20356,1,0,0,-0,0
20357,1,7,41,20,1
20358,1,4,12,6,0
20359,1,8,51,17,11
20360,1,12,77,37,29
20361,1,5,30,8,2
20362,1,2,1,0,1
20363,1,2,20,0,1
20364,1,3,21,3,0
20365,1,3,4,2,1
20366,1,1,1,0,0
20367,1,2,3,1,0
20368,1,1,1,0,0
20369,1,5,10,8,2
20370,1,2,7,0,1
20371,1,4,35,5,1
20372,1,0,0,-0,0
20373,1,1,2,0,0
20374,1,3,1,2,1
20375,1,3,4,3,0
20376,1,8,42,22,6
20377,1,10,53,36,9
20378,1,5,15,9,1
20379,1,3,11,3,0
20380,1,1,0,0,0
20381,1,1,0,0,0
20382,1,0,0,-0,0
20383,1,1,0,0,0
20384,1,8,64,24,4
20385,1,2,2,1,0
20386,1,2,1,1,0
20387,1,4,21,5,1
20388,1,3,3,3,0
20389,1,18,144,121,32
20390,1,0,0,-0,0
20391,1,1,6,0,0
20392,1,14,85,66,25
20393,1,0,0,-0,0
20394,1,12,72,43,23
20395,1,8,47,21,7
20396,1,7,6,16,5
20397,1,4,24,5,1
20398,1,5,21,8,2
20399,1,0,0,-0,0
20400,1,6,46,11,4
20401,1,5,14,9,1
20402,1,5,20,7,3
20403,1,9,58,25,11
20404,1,5,54,9,1
20405,1,8,67,17,11
20406,1,19,140,137,34
20407,1,3,4,3,0
20408,1,0,0,-0,0
20409,1,10,89,38,7
20410,1,8,43,22,6
20411,1,11,83,39,16
20412,1,15,116,72,33
20413,1,19,121,136,35
20414,1,0,0,-0,0
20415,1,12,80,50,16
20416,1,13,128,53,25
20417,1,8,23,23,5
20418,1,11,69,35,20
20419,1,14,112,70,21
20420,1,1,0,0,0
20421,1,2,3,1,0
20422,1,14,129,66,25
20423,1,2,7,1,0
20424,1,2,8,0,1
20425,1,5,35,8,2
20426,1,7,54,11,10
20427,1,5,34,9,1
20428,1,3,6,3,0
20429,1,13,84,53,25
20430,1,1,0,0,0
20431,1,2,1,0,1
20432,1,1,2,0,0
20433,1,3,15,3,0
20434,1,7,37,19,2
20435,1,8,53,26,2
20436,1,7,45,18,3
20437,1,8,61,17,11
20438,1,3,9,3,0
20439,1,6,25,12,3
20440,1,0,0,-0,0
20441,1,11,49,44,11
20442,1,0,0,-0,0
20443,1,0,0,-0,0
20444,1,9,60,29,7
20445,1,14,100,62,29
20446,1,13,82,52,26
20447,1,3,3,2,1
20448,1,9,31,23,13
20449,1,1,8,0,0
20450,1,0,0,-0,0
20451,1,2,7,1,0
20452,1,1,7,0,0
20453,1,3,7,2,1
20454,1,2,4,1,0
20455,1,2,4,0,1
20456,1,7,57,14,7
20457,1,2,4,0,1
20458,1,2,18,1,0
20459,1,2,2,1,0
20460,1,3,7,2,1
20461,1,6,23,12,3
20462,1,3,8,3,0
20463,1,1,6,0,0
20464,1,7,26,15,6
20465,1,6,18,14,1
20466,1,3,12,2,1
20467,1,8,35,19,9
20468,1,4,11,6,0
20469,1,1,4,0,0
20470,1,3,6,3,0
20471,1,5,15,10,0
20472,1,5,32,9,1
20473,1,5,25,8,2
20474,1,8,33,21,7
20475,1,3,14,3,0
20476,1,6,29,13,2
20477,1,7,33,19,2
20478,1,3,10,2,1
20479,1,5,20,8,2
20480,1,3,5,2,1
20481,1,2,4,0,1
20482,1,10,57,29,16
20483,1,9,23,8,28
20484,1,2,9,1,0
20485,1,6,33,12,3
20486,1,2,2,1,0
20487,1,3,23,2,1
20488,1,0,0,-0,0
20489,1,0,0,-0,0
20490,1,2,6,1,0
20491,1,5,20,7,3
20492,1,5,14,7,3
20493,1,3,13,3,0
20494,1,1,2,0,0
20495,1,5,5,7,3
20496,1,2,11,1,0
20497,1,5,16,8,2
20498,1,6,34,7,8
20499,1,6,37,13,2
20500,1,5,19,9,1
20501,1,2,10,0,1
20502,1,5,24,9,1
20503,1,7,45,18,3
20504,1,8,44,24,4
20505,1,5,16,7,3
20506,1,3,9,3,0
20507,1,0,0,-0,0
20508,1,1,4,0,0
20509,1,1,2,0,0
20510,1,5,38,0,10
20511,1,0,0,-0,0
20512,1,0,0,-0,0
20513,1,0,0,-0,0
20514,1,1,0,0,0
20515,1,0,0,-0,0
20516,1,0,0,-0,0
20517,1,0,0,-0,0
20518,1,3,26,0,3
20519,1,1,0,0,0
20520,1,4,14,5,1
20521,1,4,23,3,3
20522,1,2,3,0,1
20523,1,3,15,3,0
20524,1,5,20,6,4
20525,1,7,9,0,21
20526,1,6,41,5,10
20527,1,2,5,0,1
20528,1,0,0,-0,0
20529,1,2,11,0,1
20530,1,3,22,2,1
20531,1,4,8,0,6
20532,1,6,33,11,4
20533,1,6,22,11,4
20534,1,2,9,0,1
20535,1,7,24,11,10
20536,1,8,37,13,15
20537,1,4,11,3,3
20538,1,3,11,3,0
20539,1,3,12,3,0
20540,1,1,0,0,0
20541,1,1,0,0,0
20542,1,0,0,-0,0
20543,1,11,53,0,55
20544,1,3,5,2,1
20545,1,3,10,3,0
20546,1,1,0,0,0
20547,1,2,7,0,1
20548,1,4,8,4,2
20549,1,4,32,0,6
20550,1,0,0,-0,0
20551,1,4,25,0,6
20552,1,0,0,-0,0
20553,1,0,0,-0,0
20554,1,5,24,4,6
20555,1,1,2,0,0
20556,1,0,0,-0,0
20557,1,1,0,0,0
20558,1,1,0,0,0
20559,1,2,8,1,0
20560,1,5,11,8,2
20561,1,1,3,0,0
20562,1,0,0,-0,0
20563,1,10,39,9,36
20564,1,0,0,-0,0
20565,1,1,0,0,0
20566,1,3,6,2,1
20567,1,1,2,0,0
20568,1,0,0,-0,0
20569,1,8,46,7,21
20570,1,0,0,-0,0
20571,1,2,1,1,0
20572,1,0,0,-0,0
20573,1,0,0,-0,0
20574,1,1,2,0,0
20575,1,3,6,3,0
20576,1,0,0,-0,0
20577,1,0,0,-0,0
20578,1,5,23,4,6
20579,1,1,0,0,0
20580,1,0,0,-0,0
20581,1,0,0,-0,0
20582,1,0,0,-0,0
20583,1,2,5,1,0
20584,1,9,51,15,21
20585,1,10,56,24,21
20586,1,0,0,-0,0
20587,1,5,22,0,10
20588,1,0,0,-0,0
20589,1,1,0,0,0
20590,1,1,0,0,0
20591,1,2,0,1,0
20592,1,2,3,1,0
20593,1,1,2,0,0
20594,1,4,37,0,6
20595,1,3,18,2,1
20596,1,0,0,-0,0
20597,1,8,16,0,28
20598,1,1,1,0,0
20599,1,0,0,-0,0
20600,1,1,1,0,0
20601,1,17,211,92,44
20602,1,12,49,49,17
20603,1,30,298,317,118
20604,1,18,207,115,38
20605,1,7,23,10,11
20606,1,7,21,10,11
20607,1,9,27,25,11
20608,1,27,289,255,96
20609,1,32,309,340,156
20610,1,8,30,17,11
20611,1,24,261,219,57
20612,1,32,333,361,135
20613,1,21,253,155,55
20614,1,6,22,5,10
20615,1,19,190,110,61
20616,1,3,17,2,1
20617,1,9,17,30,6
20618,1,7,90,13,8
20619,1,13,41,55,23
20620,1,6,22,9,6
20621,1,2,5,1,0
20622,1,3,20,2,1
20623,1,7,24,15,6
20624,1,7,18,14,7
20625,1,5,22,4,6
20626,1,4,28,3,3
20627,1,9,56,27,9
20628,1,14,144,51,40
20629,1,16,171,77,43
20630,1,9,61,23,13
20631,1,11,89,33,22
20632,1,3,38,0,3
20633,1,10,110,29,16
20634,1,19,108,127,44
20635,1,12,150,51,15
20636,1,24,255,182,94
20637,1,27,235,258,93
20638,1,16,154,93,27
20639,1,13,127,39,39
20640,1,6,32,11,4
20641,1,7,40,15,6
20642,1,8,100,15,13
20643,1,13,40,56,22
20644,1,5,22,4,6
20645,1,8,32,19,9
20646,1,17,173,84,52
20647,1,8,26,18,10
20648,1,4,18,0,6
20649,1,18,245,99,54
20650,1,25,280,223,77
20651,1,19,223,128,43
20652,1,28,269,270,108
20653,1,3,12,2,1
20654,1,4,5,5,1
20655,1,12,48,40,26
20656,1,8,34,17,11
20657,1,28,270,279,99
20658,1,11,124,26,29
20659,1,18,188,99,54
20660,1,8,35,17,11
20661,1,24,197,196,80
20662,1,30,285,302,133
20663,1,15,112,58,47
20664,1,5,26,0,10
20665,1,8,35,17,11
20666,1,20,196,143,47
20667,1,27,263,233,118
20668,1,12,120,36,30
20669,1,17,187,91,45
20670,1,12,132,29,37
20671,1,6,45,5,10
20672,1,5,20,6,4
20673,1,6,34,8,7
20674,1,4,21,4,2
20675,1,18,216,100,53
20676,1,8,98,20,8
20677,1,20,204,124,66
20678,1,18,215,106,47
20679,1,8,31,16,12
20680,1,21,214,147,63
20681,1,19,188,124,47
20682,1,9,97,22,14
20683,1,7,28,10,11
20684,1,6,28,5,10
20685,1,11,48,34,21
20686,1,11,64,36,19
20687,1,10,99,25,20
20688,1,14,108,69,22
20689,1,8,82,17,11
20690,1,17,52,99,37
20691,1,9,96,27,9
20692,1,18,189,106,47
20693,1,8,26,7,21
20694,1,7,27,0,21
20695,1,11,39,31,24
20696,1,21,209,148,62
20697,1,10,27,23,22
20698,1,12,102,51,15
20699,1,9,34,14,22
20700,1,9,31,15,21
20701,1,12,30,40,26
20702,1,12,113,42,24
20703,1,14,126,62,29
20704,1,4,12,4,2
20705,1,15,166,74,31
20706,1,29,282,258,148
20707,1,19,206,105,66
20708,1,23,168,205,48
20709,1,6,18,11,4
20710,1,25,207,170,130
20711,1,17,196,94,42
20712,1,3,9,2,1
20713,1,17,221,84,52
20714,1,13,59,61,17
20715,1,10,63,29,16
20716,1,18,175,112,41
20717,1,7,54,10,11
20718,1,9,46,23,13
20719,1,15,128,59,46
20720,1,8,43,17,11
20721,1,6,35,0,15
20722,1,8,128,17,11
20723,1,29,244,301,105
20724,1,4,9,5,1
20725,1,17,229,96,40
20726,1,10,52,33,12
20727,1,7,30,14,7
20728,1,6,23,9,6
20729,1,24,240,194,82
20730,1,24,255,190,86
20731,1,10,46,29,16
20732,1,12,213,41,25
20733,1,6,27,9,6
20734,1,12,36,44,22
20735,1,10,92,34,11
20736,1,18,198,109,44
20737,1,6,23,11,4
20738,1,25,249,209,91
20739,1,7,26,16,5
20740,1,5,19,6,4
20741,1,4,12,4,2
20742,1,5,16,8,2
20743,1,11,82,38,17
20744,1,12,101,52,14
20745,1,4,11,4,2
20746,1,9,37,20,16
20747,1,15,115,66,39
20748,1,7,96,12,9
20749,1,3,15,2,1
20750,1,12,41,44,22
20751,1,18,194,103,50
20752,1,6,23,8,7
20753,1,8,41,16,12
20754,1,6,28,8,7
20755,1,6,28,8,7
20756,1,13,93,47,31
20757,1,5,28,6,4
20758,1,7,73,12,9
20759,1,22,183,163,68
20760,1,6,55,5,10
20761,1,29,58,100,306
20762,1,4,4,5,1
20763,1,2,4,1,0
20764,1,3,3,2,1
20765,1,2,20,1,0
20766,1,3,20,3,0
20767,1,2,7,1,0
20768,1,10,41,17,28
20769,1,3,13,2,1
20770,1,4,14,5,1
20771,1,7,52,11,10
20772,1,1,1,0,0
20773,1,8,58,16,12
20774,1,6,52,9,6
20775,1,8,81,15,13
20776,1,4,36,0,6
20777,1,7,51,10,11
20778,1,9,35,8,28
20779,1,4,29,5,1
20780,1,4,45,5,1
20781,1,6,37,5,10
20782,1,16,145,75,45
20783,1,10,57,31,14
20784,1,15,110,55,50
20785,1,5,53,6,4
20786,1,8,46,17,11
20787,1,7,44,10,11
20788,1,13,45,40,38
20789,1,1,1,0,0
20790,1,10,39,31,14
20791,1,9,39,24,12
20792,1,8,34,17,11
20793,1,2,9,1,0
20794,1,3,4,2,1
20795,1,5,55,7,3
20796,1,7,45,16,5
20797,1,7,80,11,10
20798,1,1,7,0,0
20799,1,7,47,10,11
20800,1,11,89,36,19
20801,1,6,44,5,10
20802,1,1,5,0,0
20803,1,10,73,24,21
20804,1,5,41,0,10
20805,1,9,39,8,28
20806,1,2,9,1,0
20807,1,0,0,-0,0
20808,1,2,4,1,0
20809,1,8,59,17,11
20810,1,5,27,4,6
20811,1,18,86,104,49
20812,1,8,39,19,9
20813,1,6,63,8,7
20814,1,10,69,29,16
20815,1,5,44,3,7
20816,1,7,41,12,9
20817,1,7,38,14,7
20818,1,7,56,9,12
20819,1,10,65,17,28
20820,1,12,111,44,22
20821,1,9,70,0,36
20822,1,5,32,6,4
20823,1,8,58,17,11
20824,1,2,6,1,0
20825,1,13,58,46,32
20826,1,5,32,8,2
20827,1,4,49,5,1
20828,1,9,52,8,28
20829,1,14,59,48,43
20830,1,27,55,50,301
20831,1,25,314,188,112
20832,1,24,279,176,100
20833,1,13,165,40,38
20834,1,21,232,116,94
20835,1,27,276,200,151
20836,1,19,196,88,83
20837,1,16,227,76,44
20838,1,26,323,200,125
20839,1,26,273,200,125
20840,1,1,2,0,0
20841,1,15,140,68,37
20842,1,19,193,116,55
20843,1,20,170,102,88
20844,1,15,175,72,33
20845,1,14,114,49,42
20846,1,13,97,0,78
20847,1,23,256,160,93
20848,1,18,186,104,49
20849,1,15,154,68,37
20850,1,19,207,114,57
20851,1,20,194,124,66
20852,1,23,233,144,109
20853,1,8,91,13,15
20854,1,1,8,0,0
20855,1,23,246,154,99
20856,1,10,87,24,21
20857,1,0,0,-0,0
20858,1,13,139,32,46
20859,1,22,238,140,91
20860,1,23,275,166,87
20861,1,23,262,166,87
20862,1,29,290,238,168
20863,1,18,176,87,66
20864,1,20,219,100,90
20865,1,26,313,208,117
20866,1,25,230,150,150
20867,1,16,184,60,60
20868,1,21,233,138,72
20869,1,1,17,0,0
20870,1,5,35,6,4
20871,1,3,14,3,0
20872,1,2,1,1,0
20873,1,1,1,0,0
20874,1,17,162,86,50
20875,1,17,187,94,42
20876,1,20,191,127,63
20877,1,16,143,71,49
20878,1,20,203,121,69
20879,1,13,129,50,28
20880,1,20,223,127,63
20881,1,12,135,39,27
20882,1,9,74,18,18
20883,1,26,45,25,300
20884,1,17,215,86,50
20885,1,23,286,146,107
20886,1,5,39,0,10
20887,1,21,231,116,94
20888,1,25,243,152,148
20889,1,21,252,126,84
20890,1,20,199,107,83
20891,1,25,298,178,122
20892,1,19,236,98,73
20893,1,24,257,156,120
20894,1,4,13,3,3
20895,1,2,9,1,0
20896,1,2,3,1,0
20897,1,2,6,1,0
20898,1,1,1,0,0
20899,1,2,20,0,1
20900,1,3,22,1,2
20901,1,16,175,39,81
20902,1,24,235,164,112
20903,1,23,244,150,103
20904,1,21,204,108,102
20905,1,15,134,36,69
20906,1,17,160,64,72
20907,1,29,254,220,186
20908,1,19,168,84,87
20909,1,24,242,164,112
20910,1,15,161,38,67
20911,1,27,285,216,135
20912,1,28,243,207,171
20913,1,18,181,72,81
20914,1,21,214,122,88
